C:\AI\TrainRTX5070_60min\train.py:90: UserWarning: expandable_segments not supported on this platform (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\pytorch\c10/cuda/CUDAAllocatorConfig.h:39.)
  a = torch.randn(n, n, device=device, dtype=dtype)
W0326 11:49:43.580000 29908 .venv\Lib\site-packages\torch\distributed\elastic\multiprocessing\redirects.py:29] NOTE: Redirects are currently not supported in Windows or MacOs.
torch.compile enabled.
Using PyTorch SDPA attention backend.
GPU: NVIDIA GeForce RTX 5070
GPU VRAM: 11.9 GB
GPU CC: 12.0
GPU profile: blackwell-10-15gb
Consumer matrix support: yes
TF32: enabled
AMP dtype: torch.bfloat16
GPU peak FLOPS: 64.2 TFLOPS (torch.bfloat16, measured)
Vocab size: 50,257
Dataset: climbmix
Attention backend: sdpa
torch.compile: enabled
Trying train candidate: batch_size=4, activation_checkpointing=enabled
Model config: {'sequence_len': 2048, 'vocab_size': 50257, 'n_layer': 16, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL', 'short_window': 256, 'attention_backend': 'sdpa', 'use_activation_checkpointing': True, 'compute_dtype': torch.bfloat16}
Parameter counts:
  wte                     : 38,597,376
  value_emb               : 38,597,376
  lm_head                 : 38,597,376
  transformer_matrices    : 113,247,360
  scalars                 : 32
  total                   : 229,039,520
Estimated FLOPs per token: 1.014877e+09
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
MXFP8 cuBLAS training enabled (skipped layers with dims not divisible by 32)
Time budget: 3600s
Gradient accumulation steps: 16

step 00000 (0.0%) | loss: 10.825375 | lrm: 0.00 | dt: 145372ms | tok/sec: 901 | mfu: 1.4% | epoch: 1 | remaining: 3600s    
step 00001 (0.0%) | loss: 10.825907 | lrm: 0.00 | dt: 2605ms | tok/sec: 50,324 | mfu: 79.6% | epoch: 1 | remaining: 3600s    
step 00002 (0.0%) | loss: 10.825649 | lrm: 0.00 | dt: 2552ms | tok/sec: 51,365 | mfu: 81.2% | epoch: 1 | remaining: 3600s    
step 00003 (0.0%) | loss: 10.825500 | lrm: 0.00 | dt: 2535ms | tok/sec: 51,712 | mfu: 81.8% | epoch: 1 | remaining: 3600s    
step 00004 (0.0%) | loss: 10.825653 | lrm: 0.00 | dt: 2506ms | tok/sec: 52,312 | mfu: 82.7% | epoch: 1 | remaining: 3600s    
step 00005 (0.0%) | loss: 10.825556 | lrm: 0.00 | dt: 2510ms | tok/sec: 52,222 | mfu: 82.6% | epoch: 1 | remaining: 3600s    
step 00006 (0.0%) | loss: 10.825661 | lrm: 0.00 | dt: 2499ms | tok/sec: 52,447 | mfu: 82.9% | epoch: 1 | remaining: 3600s    
step 00007 (0.0%) | loss: 10.825645 | lrm: 0.00 | dt: 2505ms | tok/sec: 52,317 | mfu: 82.7% | epoch: 1 | remaining: 3600s    
step 00008 (0.0%) | loss: 10.825635 | lrm: 0.00 | dt: 2503ms | tok/sec: 52,370 | mfu: 82.8% | epoch: 1 | remaining: 3600s    
step 00009 (0.0%) | loss: 10.825606 | lrm: 0.00 | dt: 2504ms | tok/sec: 52,348 | mfu: 82.8% | epoch: 1 | remaining: 3600s    
step 00010 (0.0%) | loss: 10.825648 | lrm: 0.00 | dt: 2506ms | tok/sec: 52,303 | mfu: 82.7% | epoch: 1 | remaining: 3600s    
step 00011 (0.0%) | loss: 10.825783 | lrm: 0.00 | dt: 2505ms | tok/sec: 52,318 | mfu: 82.7% | epoch: 1 | remaining: 3597s    
step 00012 (0.1%) | loss: 10.825690 | lrm: 0.01 | dt: 2505ms | tok/sec: 52,326 | mfu: 82.7% | epoch: 1 | remaining: 3595s    
step 00013 (0.1%) | loss: 10.818750 | lrm: 0.03 | dt: 2511ms | tok/sec: 52,202 | mfu: 82.5% | epoch: 1 | remaining: 3592s    
step 00014 (0.2%) | loss: 10.807819 | lrm: 0.04 | dt: 2509ms | tok/sec: 52,232 | mfu: 82.6% | epoch: 1 | remaining: 3590s    
step 00015 (0.3%) | loss: 10.791100 | lrm: 0.06 | dt: 2507ms | tok/sec: 52,288 | mfu: 82.7% | epoch: 1 | remaining: 3587s    
step 00016 (0.3%) | loss: 10.757933 | lrm: 0.07 | dt: 2510ms | tok/sec: 52,218 | mfu: 82.6% | epoch: 1 | remaining: 3585s    
step 00017 (0.4%) | loss: 10.703089 | lrm: 0.08 | dt: 2538ms | tok/sec: 51,639 | mfu: 81.6% | epoch: 1 | remaining: 3582s    
step 00018 (0.5%) | loss: 10.629301 | lrm: 0.10 | dt: 2512ms | tok/sec: 52,187 | mfu: 82.5% | epoch: 1 | remaining: 3580s    
step 00019 (0.6%) | loss: 10.530560 | lrm: 0.11 | dt: 2540ms | tok/sec: 51,603 | mfu: 81.6% | epoch: 1 | remaining: 3577s    
step 00020 (0.6%) | loss: 10.400794 | lrm: 0.13 | dt: 2527ms | tok/sec: 51,866 | mfu: 82.0% | epoch: 1 | remaining: 3575s    
step 00021 (0.7%) | loss: 10.253161 | lrm: 0.14 | dt: 2492ms | tok/sec: 52,605 | mfu: 83.2% | epoch: 1 | remaining: 3572s    
step 00022 (0.8%) | loss: 10.090406 | lrm: 0.15 | dt: 2519ms | tok/sec: 52,037 | mfu: 82.3% | epoch: 1 | remaining: 3570s    
step 00023 (0.8%) | loss: 9.916471 | lrm: 0.17 | dt: 2551ms | tok/sec: 51,383 | mfu: 81.2% | epoch: 1 | remaining: 3567s    
step 00024 (0.9%) | loss: 9.740161 | lrm: 0.18 | dt: 2514ms | tok/sec: 52,144 | mfu: 82.4% | epoch: 1 | remaining: 3565s    
step 00025 (1.0%) | loss: 9.549017 | lrm: 0.20 | dt: 2517ms | tok/sec: 52,078 | mfu: 82.3% | epoch: 1 | remaining: 3562s    
step 00026 (1.0%) | loss: 9.363525 | lrm: 0.21 | dt: 2519ms | tok/sec: 52,031 | mfu: 82.3% | epoch: 1 | remaining: 3560s    
step 00027 (1.1%) | loss: 9.156069 | lrm: 0.22 | dt: 2518ms | tok/sec: 52,045 | mfu: 82.3% | epoch: 1 | remaining: 3557s    
step 00028 (1.2%) | loss: 9.001998 | lrm: 0.24 | dt: 2521ms | tok/sec: 51,989 | mfu: 82.2% | epoch: 1 | remaining: 3555s    
step 00029 (1.3%) | loss: 8.816916 | lrm: 0.25 | dt: 2520ms | tok/sec: 52,005 | mfu: 82.2% | epoch: 1 | remaining: 3552s    
step 00030 (1.3%) | loss: 8.690589 | lrm: 0.27 | dt: 2552ms | tok/sec: 51,358 | mfu: 81.2% | epoch: 1 | remaining: 3550s    
step 00031 (1.4%) | loss: 8.516845 | lrm: 0.28 | dt: 2533ms | tok/sec: 51,750 | mfu: 81.8% | epoch: 1 | remaining: 3547s    
step 00032 (1.5%) | loss: 8.394048 | lrm: 0.29 | dt: 2579ms | tok/sec: 50,825 | mfu: 80.4% | epoch: 1 | remaining: 3545s    
step 00033 (1.5%) | loss: 8.226838 | lrm: 0.31 | dt: 2580ms | tok/sec: 50,796 | mfu: 80.3% | epoch: 1 | remaining: 3542s    
step 00034 (1.6%) | loss: 8.117096 | lrm: 0.32 | dt: 2588ms | tok/sec: 50,639 | mfu: 80.1% | epoch: 1 | remaining: 3539s    
step 00035 (1.7%) | loss: 8.074199 | lrm: 0.34 | dt: 2535ms | tok/sec: 51,703 | mfu: 81.7% | epoch: 1 | remaining: 3537s    
step 00036 (1.8%) | loss: 7.901436 | lrm: 0.35 | dt: 2551ms | tok/sec: 51,377 | mfu: 81.2% | epoch: 1 | remaining: 3534s    
step 00037 (1.8%) | loss: 7.787458 | lrm: 0.37 | dt: 2528ms | tok/sec: 51,850 | mfu: 82.0% | epoch: 1 | remaining: 3532s    
step 00038 (1.9%) | loss: 7.652305 | lrm: 0.38 | dt: 2522ms | tok/sec: 51,979 | mfu: 82.2% | epoch: 1 | remaining: 3529s    
step 00039 (2.0%) | loss: 7.484467 | lrm: 0.39 | dt: 2518ms | tok/sec: 52,053 | mfu: 82.3% | epoch: 1 | remaining: 3527s    
step 00040 (2.0%) | loss: 7.361024 | lrm: 0.41 | dt: 2523ms | tok/sec: 51,946 | mfu: 82.1% | epoch: 1 | remaining: 3524s    
step 00041 (2.1%) | loss: 7.243730 | lrm: 0.42 | dt: 2522ms | tok/sec: 51,975 | mfu: 82.2% | epoch: 1 | remaining: 3522s    
step 00042 (2.2%) | loss: 7.191798 | lrm: 0.44 | dt: 2520ms | tok/sec: 52,010 | mfu: 82.2% | epoch: 1 | remaining: 3519s    
step 00043 (2.2%) | loss: 7.039896 | lrm: 0.45 | dt: 2521ms | tok/sec: 51,991 | mfu: 82.2% | epoch: 1 | remaining: 3517s    
step 00044 (2.3%) | loss: 6.934662 | lrm: 0.46 | dt: 2539ms | tok/sec: 51,621 | mfu: 81.6% | epoch: 1 | remaining: 3514s    
step 00045 (2.4%) | loss: 6.850872 | lrm: 0.48 | dt: 2580ms | tok/sec: 50,798 | mfu: 80.3% | epoch: 1 | remaining: 3511s    
step 00046 (2.5%) | loss: 6.750061 | lrm: 0.49 | dt: 2542ms | tok/sec: 51,552 | mfu: 81.5% | epoch: 1 | remaining: 3509s    
step 00047 (2.5%) | loss: 6.618185 | lrm: 0.51 | dt: 2539ms | tok/sec: 51,629 | mfu: 81.6% | epoch: 1 | remaining: 3506s    
step 00048 (2.6%) | loss: 6.509221 | lrm: 0.52 | dt: 2537ms | tok/sec: 51,673 | mfu: 81.7% | epoch: 1 | remaining: 3504s    
step 00049 (2.7%) | loss: 6.480628 | lrm: 0.53 | dt: 2524ms | tok/sec: 51,932 | mfu: 82.1% | epoch: 1 | remaining: 3501s    
step 00050 (2.7%) | loss: 6.348800 | lrm: 0.55 | dt: 2548ms | tok/sec: 51,431 | mfu: 81.3% | epoch: 1 | remaining: 3499s    
step 00051 (2.8%) | loss: 6.320465 | lrm: 0.56 | dt: 2532ms | tok/sec: 51,774 | mfu: 81.9% | epoch: 1 | remaining: 3496s    
step 00052 (2.9%) | loss: 6.257088 | lrm: 0.58 | dt: 2533ms | tok/sec: 51,736 | mfu: 81.8% | epoch: 1 | remaining: 3494s    
step 00053 (3.0%) | loss: 6.151036 | lrm: 0.59 | dt: 2535ms | tok/sec: 51,703 | mfu: 81.7% | epoch: 1 | remaining: 3491s    
step 00054 (3.0%) | loss: 6.098718 | lrm: 0.60 | dt: 2535ms | tok/sec: 51,707 | mfu: 81.7% | epoch: 1 | remaining: 3489s    
step 00055 (3.1%) | loss: 6.035782 | lrm: 0.62 | dt: 2556ms | tok/sec: 51,283 | mfu: 81.1% | epoch: 1 | remaining: 3486s    
step 00056 (3.2%) | loss: 5.923830 | lrm: 0.63 | dt: 2530ms | tok/sec: 51,812 | mfu: 81.9% | epoch: 1 | remaining: 3484s    
step 00057 (3.2%) | loss: 5.869020 | lrm: 0.65 | dt: 2525ms | tok/sec: 51,913 | mfu: 82.1% | epoch: 1 | remaining: 3481s    
step 00058 (3.3%) | loss: 5.835180 | lrm: 0.66 | dt: 2552ms | tok/sec: 51,359 | mfu: 81.2% | epoch: 1 | remaining: 3478s    
step 00059 (3.4%) | loss: 5.773308 | lrm: 0.68 | dt: 2523ms | tok/sec: 51,956 | mfu: 82.1% | epoch: 1 | remaining: 3476s    
step 00060 (3.4%) | loss: 5.702055 | lrm: 0.69 | dt: 2529ms | tok/sec: 51,832 | mfu: 81.9% | epoch: 1 | remaining: 3473s    
step 00061 (3.5%) | loss: 5.642851 | lrm: 0.70 | dt: 2532ms | tok/sec: 51,756 | mfu: 81.8% | epoch: 1 | remaining: 3471s    
step 00062 (3.6%) | loss: 5.637495 | lrm: 0.72 | dt: 2551ms | tok/sec: 51,383 | mfu: 81.2% | epoch: 1 | remaining: 3468s    
step 00063 (3.7%) | loss: 5.614676 | lrm: 0.73 | dt: 2537ms | tok/sec: 51,664 | mfu: 81.7% | epoch: 1 | remaining: 3466s    
step 00064 (3.7%) | loss: 5.577484 | lrm: 0.75 | dt: 2560ms | tok/sec: 51,190 | mfu: 80.9% | epoch: 1 | remaining: 3463s    
step 00065 (3.8%) | loss: 5.592683 | lrm: 0.76 | dt: 2526ms | tok/sec: 51,898 | mfu: 82.1% | epoch: 1 | remaining: 3461s    
step 00066 (3.9%) | loss: 5.534790 | lrm: 0.77 | dt: 2545ms | tok/sec: 51,492 | mfu: 81.4% | epoch: 1 | remaining: 3458s    
step 00067 (3.9%) | loss: 5.500305 | lrm: 0.79 | dt: 2592ms | tok/sec: 50,576 | mfu: 80.0% | epoch: 1 | remaining: 3456s    
step 00068 (4.0%) | loss: 5.513477 | lrm: 0.80 | dt: 2564ms | tok/sec: 51,110 | mfu: 80.8% | epoch: 1 | remaining: 3453s    
step 00069 (4.1%) | loss: 5.470773 | lrm: 0.82 | dt: 2554ms | tok/sec: 51,313 | mfu: 81.1% | epoch: 1 | remaining: 3450s    
step 00070 (4.2%) | loss: 5.480997 | lrm: 0.83 | dt: 2565ms | tok/sec: 51,102 | mfu: 80.8% | epoch: 1 | remaining: 3448s    
step 00071 (4.2%) | loss: 5.451956 | lrm: 0.84 | dt: 2560ms | tok/sec: 51,193 | mfu: 80.9% | epoch: 1 | remaining: 3445s    
step 00072 (4.3%) | loss: 5.314744 | lrm: 0.86 | dt: 2556ms | tok/sec: 51,279 | mfu: 81.1% | epoch: 1 | remaining: 3443s    
